age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
30,4,0,5,0,0,0,1,200,1,999,1,0,-1.7,94.027,-38.3,0.904,4991.6,0
42,11,1,3,0,1,0,1,172,1,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
38,9,0,6,0,1,0,0,190,2,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
29,9,1,6,0,1,1,1,245,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
44,2,1,2,0,1,0,1,31,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
59,3,1,5,0,0,0,0,204,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
45,5,0,4,0,1,0,1,165,3,999,1,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
51,5,1,6,0,0,1,0,93,1,999,0,1,1.4,94.465,-41.8,4.955,5228.1,0
28,10,1,5,0,1,1,0,114,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
29,6,1,6,0,1,1,1,94,2,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
28,6,0,7,0,1,0,1,477,2,999,1,0,-1.8,93.075,-47.1,1.483,5099.1,0
29,6,0,7,0,1,0,1,231,2,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
40,9,0,5,0,1,0,0,142,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
43,11,1,2,0,1,0,1,221,2,999,0,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
54,5,1,6,0,0,1,1,218,1,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
42,9,1,6,0,1,0,1,370,5,999,0,1,-1.8,92.89299999999999,-46.2,1.354,5099.1,0
55,10,1,5,0,0,0,1,336,1,999,1,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
49,11,0,2,0,0,0,1,121,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
52,10,1,7,0,1,1,1,84,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
32,9,1,5,0,0,0,1,52,8,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
23,9,0,6,0,1,1,0,69,3,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
34,6,1,7,0,1,1,1,42,7,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
36,10,1,5,0,0,0,1,98,3,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
54,9,0,6,0,0,0,1,218,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
39,10,0,4,0,1,0,0,51,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
50,2,0,2,0,0,0,0,57,1,999,0,1,-1.1,94.199,-37.5,0.877,4963.6,0
30,10,0,5,0,1,0,1,181,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
27,11,1,4,0,0,1,0,1170,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
32,9,0,6,0,1,0,0,147,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
54,6,1,6,0,0,0,0,71,4,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
40,11,1,2,0,0,0,0,135,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
50,11,1,7,0,1,0,1,157,1,999,1,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
35,6,0,7,0,0,0,1,146,2,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
26,9,0,6,0,1,0,1,355,1,999,1,0,-1.1,94.199,-37.5,0.8809999999999999,4963.6,0
45,9,0,6,0,1,0,1,99,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
28,6,1,5,0,0,0,0,180,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
28,11,0,2,0,1,0,0,101,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
50,6,1,7,0,0,0,0,121,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
31,11,1,3,0,1,0,0,55,12,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
34,9,0,6,0,0,0,1,114,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
56,11,1,2,0,0,0,1,368,5,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
29,8,1,2,0,0,0,1,103,4,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
58,9,1,6,0,0,0,1,233,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
46,11,1,2,0,0,0,1,471,3,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
35,11,0,4,0,0,1,0,131,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
34,5,1,6,0,1,0,1,281,1,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
39,9,0,5,0,0,0,1,297,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
40,5,1,1,0,1,0,1,165,1,999,1,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
40,9,1,6,0,1,1,1,117,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
54,11,1,2,0,1,1,1,71,5,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
25,9,0,6,0,0,0,0,94,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
40,1,1,7,0,1,0,1,155,3,999,0,1,-3.4,92.37899999999999,-29.8,0.773,5017.5,0
49,11,1,2,0,0,0,0,67,3,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
41,9,1,1,0,1,0,1,228,1,999,1,0,-1.1,94.199,-37.5,0.879,4963.6,0
32,9,1,5,0,0,0,1,549,2,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
44,9,0,6,0,0,0,0,39,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
41,9,1,6,0,0,0,1,1360,3,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,1
30,6,0,6,0,1,1,1,433,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
27,11,0,4,0,1,0,1,352,1,999,0,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
41,11,1,2,0,1,0,0,152,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
36,11,1,4,0,1,0,0,38,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
54,8,1,7,0,1,1,1,134,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
30,11,0,7,0,0,0,1,165,1,999,1,0,-1.8,93.876,-40.0,0.6679999999999999,5008.7,0
25,4,0,1,0,1,0,1,81,1,999,1,0,-2.9,92.20100000000001,-31.4,0.825,5076.2,0
42,5,1,5,0,0,0,1,59,2,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
36,10,0,4,0,1,0,1,255,2,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
45,9,1,6,0,1,0,0,99,6,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
38,6,1,6,0,0,0,0,257,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
38,9,0,7,0,0,0,0,160,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
34,11,1,2,0,0,0,0,78,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
44,9,1,4,0,0,0,1,217,3,999,1,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
37,10,0,4,0,0,0,1,37,1,999,0,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
39,11,0,4,0,0,0,0,650,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
57,9,1,6,0,0,0,1,230,1,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
34,6,1,7,0,1,0,1,64,4,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
25,9,1,1,0,0,0,0,112,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
52,9,1,5,0,1,0,1,152,2,999,1,0,-1.8,93.075,-47.1,1.435,5099.1,0
23,6,0,5,0,0,0,1,104,1,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
57,6,1,2,0,0,0,0,101,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
50,9,1,6,0,0,0,1,206,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
46,6,1,7,0,0,1,0,63,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
43,11,0,2,0,0,0,0,339,3,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
38,5,0,6,0,0,0,1,136,2,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
53,9,0,3,0,1,1,0,148,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
35,7,0,6,0,0,0,1,221,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
28,10,1,5,0,0,0,1,289,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
25,11,0,4,0,1,0,0,155,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
56,10,0,5,0,0,0,0,311,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
56,6,1,6,0,0,0,1,17,19,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
33,10,0,5,0,1,0,0,326,5,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
31,2,0,7,0,1,1,1,213,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
48,9,0,6,0,0,0,1,544,1,999,0,1,-1.7,94.027,-38.3,0.904,4991.6,1
45,7,0,6,0,1,1,0,173,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
24,11,1,4,0,1,0,1,160,1,999,0,1,-3.4,92.431,-26.9,0.72,5017.5,0
33,11,1,4,0,1,1,1,341,1,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
38,9,1,5,0,0,0,0,121,4,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
48,2,1,2,0,0,1,1,148,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
28,8,1,4,0,0,0,1,22,5,999,0,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
50,7,1,2,0,0,0,0,153,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
29,9,1,6,0,1,1,0,281,3,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
38,11,1,3,0,0,0,0,177,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
18,4,0,1,0,1,1,0,297,1,999,0,1,-1.7,94.027,-38.3,0.9,4991.6,0
31,1,1,4,0,1,0,0,43,1,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
34,11,1,4,0,1,0,1,487,5,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
38,9,1,6,0,1,0,0,43,9,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
57,9,0,5,0,1,0,0,26,5,12,1,2,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
35,6,0,1,0,1,1,0,432,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
77,3,0,7,0,0,0,1,258,1,999,0,1,-1.7,94.027,-38.3,0.898,4991.6,0
29,11,0,4,0,1,1,1,532,1,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
46,5,1,6,0,0,1,1,153,2,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
21,4,0,5,0,1,1,1,286,2,999,0,1,-1.7,94.055,-39.8,0.767,4991.6,1
43,5,1,6,0,0,0,1,75,1,999,0,1,-2.9,92.20100000000001,-31.4,0.861,5076.2,0
43,9,1,4,0,0,0,1,294,2,999,0,1,1.4,93.91799999999999,-42.7,4.958,5228.1,0
31,6,1,6,0,0,0,1,146,2,12,3,0,-1.1,94.601,-49.5,0.982,4963.6,0
39,4,0,1,0,1,0,0,367,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
44,6,0,6,0,0,1,1,228,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
32,10,0,5,0,1,0,1,53,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
43,7,0,5,0,0,0,1,79,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
48,10,1,5,0,0,0,0,11,1,999,0,1,-1.1,94.199,-37.5,0.8809999999999999,4963.6,0
28,11,0,3,0,0,0,0,557,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
36,11,1,4,0,1,1,1,55,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
52,7,0,4,0,1,0,1,26,5,999,1,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
34,10,0,5,0,1,0,1,541,3,999,1,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
37,9,1,5,0,1,0,0,115,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
25,9,0,6,0,0,0,1,101,1,999,0,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
48,6,0,7,0,0,0,1,69,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
36,7,0,7,0,1,0,0,113,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
27,6,0,7,0,0,0,0,148,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
34,11,1,4,0,1,0,1,151,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
42,10,1,5,0,1,1,0,73,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
37,11,1,4,0,1,0,1,117,1,999,0,1,1.4,93.91799999999999,-42.7,4.958,5228.1,0
41,11,1,4,0,0,0,0,142,2,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
51,11,1,4,0,1,0,1,62,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
27,9,1,5,0,0,0,1,84,3,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
35,9,0,6,0,1,0,1,199,1,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
31,10,0,5,0,1,1,1,90,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
31,11,0,4,0,1,0,0,5,1,999,0,1,-1.1,94.199,-37.5,0.879,4963.6,0
31,11,1,4,0,0,0,0,280,6,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
64,0,1,1,0,1,0,0,239,4,999,0,1,-1.7,94.027,-38.3,0.905,4991.6,1
33,5,1,6,0,1,0,1,35,6,999,0,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
41,11,1,2,0,1,0,1,150,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
34,9,0,5,0,0,0,0,423,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
41,9,1,4,0,1,0,1,135,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
36,11,1,3,0,1,0,1,70,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
59,3,1,7,0,1,0,0,59,8,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
56,5,1,4,0,1,0,0,941,3,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
59,3,1,7,0,0,0,0,422,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
32,9,0,6,0,0,0,1,59,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
40,6,1,4,0,1,0,0,34,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
38,9,1,6,0,1,0,1,64,1,3,3,2,-3.4,92.649,-30.1,0.715,5017.5,1
34,9,1,7,0,1,0,0,248,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
41,0,1,1,0,0,0,1,258,2,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
33,9,0,5,0,0,0,1,31,1,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
31,6,0,5,0,1,1,1,113,2,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
29,11,0,4,0,1,0,1,168,4,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
38,9,0,4,0,1,0,0,247,5,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
24,9,0,5,0,1,1,1,224,1,999,0,1,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,1
34,9,0,3,0,0,0,1,22,11,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
27,9,1,5,0,1,1,1,201,1,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
32,11,1,5,0,0,0,1,319,1,999,1,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
49,9,1,5,0,1,0,1,59,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
36,6,0,4,0,0,0,0,372,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
46,11,0,4,0,1,0,1,155,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
47,10,0,5,0,1,0,0,313,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
37,10,1,5,0,1,1,0,73,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
31,10,1,5,0,0,0,1,582,2,999,1,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
36,6,1,6,0,1,1,0,232,4,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
30,6,0,6,0,1,0,1,173,2,15,4,0,-1.1,94.199,-37.5,0.879,4963.6,1
32,8,1,5,0,1,0,1,100,1,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
54,5,1,6,0,1,0,1,42,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
51,11,1,4,0,0,1,0,653,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
28,6,0,6,0,1,0,1,136,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
54,5,1,6,0,0,0,1,397,1,999,1,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,1
31,9,1,5,0,1,0,0,101,13,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
57,9,1,3,0,0,0,1,259,1,999,1,0,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0
49,1,1,7,0,0,0,1,317,1,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,0
45,11,1,3,0,1,0,0,157,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
33,5,1,6,0,1,1,1,258,8,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,0
53,10,1,6,0,0,0,1,136,1,999,1,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
26,4,0,4,0,1,0,1,1447,2,999,0,1,-1.8,92.84299999999999,-50.0,1.811,5099.1,1
31,6,1,6,0,0,0,1,56,2,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
32,11,1,4,0,1,0,0,999,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
29,6,1,5,0,0,0,1,321,1,999,0,1,1.4,93.91799999999999,-42.7,4.958,5228.1,0
31,6,0,5,0,0,0,1,191,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
29,4,0,1,0,0,0,0,1143,4,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
49,11,1,4,0,0,1,0,667,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26,9,0,6,0,1,1,1,15,7,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
43,11,1,1,0,0,1,0,73,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
56,3,1,4,0,1,1,0,71,4,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
29,9,0,6,0,1,0,1,228,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
31,6,1,4,0,1,0,1,17,5,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
50,11,1,4,0,1,0,1,215,3,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
37,6,1,7,0,1,0,0,242,6,999,0,1,1.4,93.91799999999999,-42.7,4.955,5228.1,0
42,11,1,2,0,1,1,0,105,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
30,10,1,4,0,1,0,1,209,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
25,11,1,3,0,1,0,1,59,3,999,0,1,1.4,93.91799999999999,-42.7,4.958,5228.1,0
35,7,0,6,0,0,1,1,197,1,3,1,2,-0.1,93.2,-42.0,4.12,5195.8,0
37,8,1,5,0,0,0,1,68,1,999,1,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
30,8,1,5,0,1,0,1,164,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
33,11,1,3,0,1,1,0,1132,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
36,6,1,6,0,0,0,0,146,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
46,10,1,5,0,0,0,0,60,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
51,1,1,3,0,0,0,1,280,2,999,1,0,-2.9,92.963,-40.8,1.26,5076.2,1
33,6,0,7,0,1,0,1,396,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
26,8,1,1,0,0,0,0,194,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
40,11,0,5,0,0,0,0,155,6,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
25,11,0,5,0,0,0,1,1068,3,999,0,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,1
38,5,1,4,0,0,0,0,772,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
54,9,0,6,0,0,0,1,337,1,999,0,1,-1.8,92.89299999999999,-46.2,1.264,5099.1,1
50,9,1,3,0,1,0,1,137,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
36,5,1,6,0,1,0,1,7,6,999,0,1,-1.8,92.89299999999999,-46.2,1.354,5099.1,0
43,9,0,6,0,1,0,1,213,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
57,5,0,6,0,0,0,1,322,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
38,11,1,2,0,0,0,1,161,1,999,1,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
27,9,0,5,0,1,0,0,137,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
35,5,1,6,0,1,0,1,400,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
28,6,0,5,0,1,0,1,124,2,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
57,9,1,6,0,1,0,1,161,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
40,11,1,2,0,0,0,1,22,5,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
43,11,1,3,0,0,1,1,197,2,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
34,6,0,7,0,1,0,1,122,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
67,3,1,1,0,0,0,1,140,2,999,0,1,-3.4,92.431,-26.9,0.722,5017.5,0
48,9,0,5,0,1,0,1,309,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
35,9,0,5,0,1,1,1,200,4,999,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
27,9,0,6,0,0,0,1,409,1,1,1,2,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
25,9,0,5,0,1,0,1,103,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
42,6,1,7,0,1,1,1,50,2,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
47,9,0,6,0,1,0,0,208,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
49,8,1,6,0,1,0,1,13,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
36,9,0,4,0,1,0,1,458,1,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,1
35,6,1,7,0,0,0,0,200,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
29,11,1,2,0,1,0,1,127,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
45,6,1,7,0,0,0,0,124,3,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
53,11,1,3,0,1,0,0,95,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
41,9,1,6,0,0,1,1,114,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
50,5,1,5,0,0,0,0,65,17,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
31,5,1,4,0,0,1,0,161,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
46,10,1,5,0,0,0,1,174,3,999,0,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
36,11,1,5,0,0,0,0,713,4,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
43,11,0,7,0,0,0,0,133,1,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
48,8,1,4,0,1,0,0,201,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
31,10,1,5,0,0,0,1,215,2,999,1,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
21,10,0,5,0,1,1,1,820,2,999,0,1,-1.8,93.075,-47.1,1.435,5099.1,0
56,10,1,5,0,0,0,1,310,1,999,0,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
54,5,1,3,0,0,0,0,255,3,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
44,10,1,5,0,0,0,1,43,2,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
31,1,1,6,0,0,0,1,91,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
50,9,1,6,0,0,0,1,587,2,999,1,0,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,1
48,9,1,6,0,1,1,1,288,1,0,3,2,-1.7,94.027,-38.3,0.9,4991.6,1
26,7,0,6,0,1,0,1,181,2,999,0,1,-2.9,92.963,-40.8,1.244,5076.2,0
37,10,0,4,0,1,0,0,320,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
37,1,0,6,0,0,0,1,100,1,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,0
50,10,1,1,0,0,0,0,144,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
47,9,1,6,0,1,0,1,653,5,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
41,11,0,4,0,0,0,1,128,1,999,0,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
32,11,0,4,0,1,0,0,22,17,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
38,10,1,4,0,0,1,0,177,2,999,0,1,-2.9,92.963,-40.8,1.224,5076.2,0
48,6,1,7,0,0,0,1,288,1,999,1,0,-1.7,94.215,-40.3,0.8759999999999999,4991.6,0
46,11,1,2,0,1,0,0,566,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
48,7,1,4,0,1,0,0,318,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
38,0,0,5,0,1,0,0,107,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
38,9,1,6,0,1,0,1,748,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
55,3,1,2,0,0,1,1,599,4,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
27,9,1,5,0,1,1,1,101,3,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
28,10,1,5,0,1,0,1,223,3,999,2,0,-1.1,94.76700000000001,-50.8,1.048,4963.6,0
